#workload D
#throughput latency 			min 	max 		95th 	99th 
100 		965.0996819780544	319 	315116 		1 		2
1000 		520.7931399061507 	217 	442857 		1 		1
2000 		629.1047082945641 	213 	431211 		1 		5
5000 		1258.989485425655 	216 	437389 		5 		10
10000 		1793.1440682607083 	206 	398368 		6 		11
15000 		1771.464279924288 	202 	399349 		5 		11
20000 		1782.8878564677302 	212 	505858 		5 		10 #2 nodes
30000 		1870.302130741023 	212 	484941 		5 		11 #2 nodes
40000 		1740.0127393764842 	209 	476497 		5 		10 #3 nodes
